accession	domain	phylum	class	order	family	genus	species	cutacc	assembly_status	refseq_category	taxonomy_check_status	match_status	completeness	completeness_percentile	contamination	geo_loc_name	lat_lon	host	isolation_source	sample_type
RS_GCF_900184225.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium ihuae	GCF_900184225.1	current	reference genome	OK	below_threshold_mismatch	92.33	100	7.19	NA	NA	NA	NA	reference
RS_GCF_003315415.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium celere_A	GCF_003315415.1	current	NA	Inconclusive	below_threshold_match	94.4	50	8.28	USA: Texas	missing	not applicable	missing	ncbi
RS_GCF_900169275.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium casei	GCF_900169275.1	current	NA	OK	species_match	97.29	51.515152	5.8	NA	NA	NA	NA	ncbi
RS_GCF_006489205.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp006489205	GCF_006489205.1	previous	NA	NA	NA	NA	NA	NA	USA: Conch Reef, Key Largo, Florida	24.9561 N 80.4611 W	Xestospongia muta	missing	ncbi
RS_GCF_018137945.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp018137945	GCF_018137945.1	current	NA	OK	genus_match	97.06	100	2.25	China:South Sea	NA	NA	coral	ncbi
RS_GCF_011927955.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium marinum	GCF_011927955.1	current	reference genome	OK	species_match	94.77	50	6.98	South Korea:Hwasun beach, Jeju	33.51 N 126.52 E	not applicable	missing	reference
RS_GCF_900105045.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sandarakinum	GCF_900105045.1	current	reference genome	Inconclusive	mismatch	97.65	100	6.86	missing	missing	NA	NA	reference
RS_GCF_900169145.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium antiquum_A	GCF_900169145.1	current	NA	Inconclusive	below_threshold_mismatch	95.25	25	3.57	NA	NA	NA	NA	ncbi
RS_GCF_016107655.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium antiquum	GCF_016107655.1	current	reference genome	OK	species_match	98.45	100	5.32	Russia	missing	NA	NA	reference
RS_GCF_007558825.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium aurantiacum_A	GCF_007558825.1	current	NA	Inconclusive	below_threshold_mismatch	97.18	20	9.33	China: Xinjiang	NA	Homo sapiens	NA	ncbi
RS_GCF_016892625.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp016892625	GCF_016892625.1	current	NA	OK	genus_match	96.89	100	7.6	USA: Hilton, NY	43.2953824 N 77.7412708 W	Lolium arundinaceum	NA	ncbi
RS_GCF_900169365.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp900169365	GCF_900169365.1	current	NA	OK	genus_match	96.55	100	5.31	NA	NA	NA	NA	ncbi
RS_GCF_900169065.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium aurantiacum	GCF_900169065.1	current	NA	OK	species_match	97.6	73.333336	3.22	NA	NA	NA	NA	ncbi
flye_asm_1Dt1h_part2	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__	1Dt1h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
RS_GCF_011617245.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp011617245	GCF_011617245.1	current	reference genome	OK	below_threshold_mismatch	94.96	100	5.96	Atlantic Ocean	15.15 S 13.41 W	NA	sediment	reference
RS_GCF_013623835.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium oceani	GCF_013623835.1	current	NA	OK	below_threshold_mismatch	95.98	100	7.73	Indian Ocean:Chagos Trench	NA	NA	deep-sea sediment sample	ncbi
GB_GCA_019117545.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium intestinavium	GCA_019117545.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	not applicable	NA	Gallus gallus	NA	ncbi
RS_GCF_017808105.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium renqingii	GCF_017808105.1	current	NA	Inconclusive	below_threshold_mismatch	94.11	50	4.26	China:Shanxi Province	NA	NA	Daqu of Baijiu	ncbi
RS_GCF_004745075.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp004745075	GCF_004745075.1	current	NA	OK	genus_match	93.73	100	3.72	Austria: Vorarlberg	NA	NA	Austrian hard cheese rind	ncbi
RS_GCF_004745485.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp004745485	GCF_004745485.1	current	NA	OK	genus_match	94.59	100	7.04	Austria: Vorarlberg	NA	NA	Austrian hard cheese rind	ncbi
RS_GCF_001570805.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium epidermidis	GCF_001570805.1	current	reference genome	OK	below_threshold_mismatch	96.62	80	3.04	missing	missing	NA	NA	reference
RS_GCF_013623905.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sediminis	GCF_013623905.1	current	NA	OK	species_match	97.16	100	5.79	Indian Ocean: Southwest Indian Ridges	NA	NA	deep-sea sediments	ncbi
RS_GCF_013280495.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium permense	GCF_013280495.1	current	reference genome	OK	species_match	97.11	66.666664	4.57	Russia: Perm region	NA	NA	salt-contaminated soil samples	reference
RS_GCF_900169265.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium iodinum	GCF_900169265.1	current	NA	OK	below_threshold_mismatch	94.93	100	2.5	NA	NA	NA	NA	ncbi
RS_GCF_012844365.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp012844365	GCF_012844365.1	current	NA	OK	genus_match	97.29	100	8.43	Pacific Ocean	11.04 N 142.24 E	NA	sediment	ncbi
RS_GCF_900169165.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium linens	GCF_900169165.1	current	NA	OK	species_match	96.62	62.5	3.87	NA	NA	NA	NA	ncbi
RS_GCF_900105315.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium siliguriense	GCF_900105315.1	current	reference genome	OK	below_threshold_mismatch	94.72	100	5.08	missing	missing	NA	NA	reference
RS_GCF_011617465.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp011617465	GCF_011617465.1	current	reference genome	OK	below_threshold_mismatch	94.86	100	5.5	Atlantic Ocean	NA	NA	sediment	reference
RS_GCF_011617705.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp011617705	GCF_011617705.1	current	reference genome	OK	below_threshold_mismatch	95.81	100	5.97	Pacific Ocean	NA	NA	sediment	reference
flye_asm_1Dt100h_part2	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__	g__	s__	1Dt100h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
RS_GCF_900163655.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium nesterenkovii	GCF_900163655.1	current	reference genome	OK	below_threshold_mismatch	88.81	100	10.63	Ukraine	NA	NA	Milk product	reference
RS_GCF_900258505.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium timonense	GCF_900258505.1	current	reference genome	OK	below_threshold_mismatch	87.74	100	8.95	NA	NA	NA	sputum	reference
RS_GCF_015209585.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp015209585	GCF_015209585.1	current	reference genome	OK	below_threshold_mismatch	90.26	50	9.94	France:Marseille	NA	Homo sapiens	Healthy skin swab	reference
RS_GCF_016907455.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium muris	GCF_016907455.1	current	NA	OK	species_match	93.21	70	10.5	missing	missing	not applicable	missing	ncbi
RS_GCF_000225825.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium squillarum	GCF_000225825.1	current	reference genome	OK	below_threshold_mismatch	91.57	100	11.64	NA	NA	NA	isolated from salt-fermented seafood	reference
RS_GCF_005490785.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp005490785	GCF_005490785.1	current	NA	OK	genus_match	90.44	100	14.44	Singapore	NA	not applicable	air	ncbi
GB_GCA_019118275.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium merdavium	GCA_019118275.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	not applicable	NA	Gallus gallus	NA	ncbi
GB_GCA_019115335.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium merdigallinarum	GCA_019115335.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	not applicable	NA	Gallus gallus	NA	ncbi
RS_GCF_002871795.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp002871795	GCF_002871795.1	current	NA	OK	genus_match	87.74	100	11.76	USA: Maywood, IL	not applicable	Homo sapiens	catheter	ncbi
RS_GCF_014204755.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium aquaticum	GCF_014204755.1	current	reference genome	OK	below_threshold_mismatch	93.78	100	11.67	missing	missing	not applicable	missing	reference
RS_GCF_003711805.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium intestinipullorum	GCF_003711805.1	current	NA	OK	genus_match	96.22	100	14.65	Russia:Kazan	NA	NA	laboratory-scale bioreactor	ncbi
RS_GCF_003994255.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium paraconglomeratum	GCF_003994255.1	current	reference genome	Inconclusive	mismatch	97.01	57.142857	10.33	missing	NA	mssing	missing	reference
RS_GCF_003347015.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp003347015	GCF_003347015.1	current	NA	OK	genus_match	94.09	100	15.89	China	NA	Kalidium foliatum (Pall.) Moq	NA	ncbi
RS_GCF_017876545.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sacelli	GCF_017876545.1	current	reference genome	OK	species_match	93.95	100	28.15	Austria	missing	not applicable	missing	reference
RS_GCF_001969445.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp001969445	GCF_001969445.1	current	NA	OK	genus_match	95.16	100	18.36	Antarctica:ocean	68.56 S 75.46 E	NA	NA	ncbi
RS_GCF_017876515.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium fresconis	GCF_017876515.1	current	reference genome	OK	species_match	92.18	66.666664	21.14	Austria	missing	not applicable	missing	reference
RS_GCF_014897705.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp014897705	GCF_014897705.1	current	NA	OK	genus_match	94.61	100	24.08	France	Missing	NA	cheese rind	ncbi
RS_GCF_002332425.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium alimentarium	GCF_002332425.1	current	reference genome	OK	species_match	93.6	63.636364	10.78	France	NA	NA	Cheese rind	reference
RS_GCF_014897585.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium tyrofermentans	GCF_014897585.1	current	NA	OK	species_match	95.9	33.333332	18.14	France	Missing	NA	cheese rind	ncbi
RS_GCF_900184245.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium massiliense	GCF_900184245.1	current	reference genome	OK	below_threshold_mismatch	93.74	100	13.61	NA	NA	NA	NA	reference
GB_GCA_012799425.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp012799425	GCA_012799425.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	not applicable	not applicable	NA	anaerobic digestion of organic wastes under variable temperature conditions and feedstocks	ncbi
GB_GCA_014400405.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp014400405	GCA_014400405.1	current	NA	OK	genus_match	62.75	100	7.23	missing	missing	Bos taurus	NA	ncbi
RS_GCF_002407065.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium ginsengisoli	GCF_002407065.1	current	reference genome	OK	below_threshold_mismatch	95.18	100	14.61	South Korea	NA	NA	soil of a ginseng field	reference
RS_GCF_002216795.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium avium	GCF_002216795.1	current	reference genome	OK	below_threshold_mismatch	89.72	100	12.57	South Korea	NA	Vultur gryphus	NA	reference
RS_GCF_002407185.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium vulturis	GCF_002407185.1	current	reference genome	OK	below_threshold_mismatch	94.22	33.333332	16.77	South Korea	NA	Vultur gryphus	NA	reference
RS_GCF_000023405.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium faecium	GCF_000023405.1	suppressed	NA	OK	below_threshold_mismatch	99.27	100	0.14	NA	NA	NA	NA	suppressed
RS_GCF_003355475.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium saurashtrense	GCF_003355475.1	current	reference genome	OK	species_match	95	100	10.5	none	none	NA	NA	reference
RS_GCF_000576425.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium phenoliresistens	GCF_000576425.1	current	NA	OK	species_match	93.88	50	18.91	China:Tianjin	NA	NA	soil	ncbi
RS_GCF_003130585.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium endophyticum	GCF_003130585.1	current	reference genome	OK	below_threshold_mismatch	85.96	100	13.69	China: Guizhou	NA	Scutellaria baicalensis	surface-sterilized of plant	reference
RS_GCF_016623465.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium halotolerans	GCF_016623465.1	current	NA	OK	derived_species_match	87.54	50	18.41	China:Guangxi	NA	NA	plant	ncbi
RS_GCF_009299795.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium subflavum	GCF_009299795.1	current	reference genome	OK	below_threshold_mismatch	89.86	100	16.69	China:Xinxiang	NA	grass carp	intestinal tract	reference
flye_asm_2Dt1e_part2	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__	2Dt1e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
RS_GCF_003515075.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas gilva	GCF_003515075.1	current	reference genome	OK	below_threshold_mismatch	99.21	100	0.65	China: DanXia Mountain of Shaoguan City Guangdong Province	NA	not applicable	NA	reference
flye_asm_3Dt2j_part2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	3Dt2j	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
flye_asm_1Dt100g_part2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	1Dt100g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
RS_GCF_003345355.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003345355	GCF_003345355.1	current	reference genome	OK	below_threshold_mismatch	98.66	100	1.91	China: Jiugong Mountain	NA	NA	rhizosphere soil	reference
RS_GCF_001598455.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pruni	GCF_001598455.1	current	reference genome	OK	below_threshold_mismatch	98.56	100	3.4	missing	missing	NA	NA	reference
RS_GCF_001598355.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas asaccharolytica	GCF_001598355.1	current	reference genome	OK	below_threshold_mismatch	98.15	100	3.25	missing	missing	NA	NA	reference
RS_GCF_001598415.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas mali	GCF_001598415.1	current	reference genome	OK	below_threshold_mismatch	98.88	100	5.13	missing	missing	NA	NA	reference
GB_GCA_017304635.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017304635	GCA_017304635.1	current	NA	OK	genus_match	97.39	76.073616	1.38	South Africa: Capetown	33.95 S 18.46 E	NA	planktonic fraction from bioreactor innoculated with Activated Sludge Tailings Effluent Remediation (ASTER); culture conditions: molasses with increasing thiocyanate until 250 mg/L maintanence	ncbi
GB_GCA_004799495.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004799495	GCA_004799495.1	current	NA	OK	genus_match	98.16	83.435585	1.02	USA:Alaska	63.883056 N 149.225556 W	NA	tundra soil	ncbi
GB_GCA_018240825.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018240825	GCA_018240825.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	China:Shenzhen	22.4932 N 113.8762 E	NA	activated sludge	ncbi
GB_GCA_017304615.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017304615	GCA_017304615.1	current	NA	OK	genus_match	97.88	80.368095	1.12	South Africa: Capetown	33.95 S 18.46 E	NA	flocculating fraction from bioreactor innoculated with Activated Sludge Tailings Effluent Remediation (ASTER); culture conditions: no molasses with increasing thiocyanate	ncbi
RS_GCF_007859635.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas panacisoli	GCF_007859635.1	current	reference genome	OK	below_threshold_mismatch	95.64	100	0.91	South Korea: Anseong	NA	NA	ginseng cultivating soil	reference
RS_GCF_903644135.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903644135	GCF_903644135.1	current	NA	OK	genus_match	76.51	43.47826	2.5	Austria	NA	NA	Lobaria metagenome	ncbi
RS_GCF_903643065.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903643065	GCF_903643065.1	current	NA	OK	genus_match	65.24	21.73913	1.52	Austria	NA	NA	Lobaria metagenome	ncbi
RS_GCF_903643035.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903643035	GCF_903643035.1	current	NA	OK	genus_match	77.05	56.52174	2.37	Austria	NA	NA	Lobaria metagenome	ncbi
RS_GCF_902498785.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902498785	GCF_902498785.1	current	NA	OK	genus_match	98.39	100	1.42	NA	NA	NA	NA	ncbi
RS_GCF_006438955.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas oligophenolica	GCF_006438955.1	current	NA	Inconclusive	below_threshold_mismatch	99.09	100	1.33	Canada: Axel Heiberg Island	NA	NA	Ice-wedge polygon	ncbi
RS_GCF_903642285.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903642285	GCF_903642285.1	current	NA	OK	genus_match	94.74	95.652176	1.31	Austria	NA	NA	Cladonia metagenome	ncbi
RS_GCF_001421505.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421505	GCF_001421505.1	current	NA	OK	genus_match	98.77	100	1.24	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_007995065.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas ginsenosidivorax	GCF_007995065.1	current	reference genome	OK	below_threshold_mismatch	98.86	100	2.45	South Korea: Daejeon	NA	NA	sediment	reference
RS_GCF_001421415.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421415	GCF_001421415.1	current	NA	OK	genus_match	99.22	100	3.37	Germany:Tubingen	48.5560194 N 9.13494444 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_001421745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421745	GCF_001421745.1	current	NA	OK	genus_match	98.92	100	0.99	Switzerland:Zurich	47.4090306 N 8.47016944 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_003053745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas faeni	GCF_003053745.1	current	reference genome	OK	below_threshold_mismatch	99.19	83.333336	1.33	Finland	missing	not applicable	missing	reference
RS_GCF_004795835.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004795835	GCF_004795835.1	current	NA	OK	genus_match	98.86	100	1.59	Antarctica	NA	soil	NA	ncbi
RS_GCF_003610375.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003610375	GCF_003610375.1	current	NA	OK	genus_match	99.22	100	1.24	missing	missing	not applicable	missing	ncbi
RS_GCF_004340965.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004340965	GCF_004340965.1	current	NA	OK	genus_match	99.07	100	1.24	missing	missing	not applicable	missing	ncbi
RS_GCF_900115295.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900115295	GCF_900115295.1	current	NA	OK	genus_match	99.1	100	2.82	missing	missing	not applicable	missing	ncbi
RS_GCF_004341085.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004341085	GCF_004341085.1	current	NA	OK	genus_match	99.12	100	2.38	missing	missing	not applicable	missing	ncbi
